2023-03-15 22:03:28.947454 [INFO   ] [APP] application started
2023-03-15 22:03:42.866810 [INFO   ] [AUTO] Hedge Selling Order31 for price 147300 vol 32 diff is 200 event 3 position 48
2023-03-15 22:03:43.185191 [INFO   ] [AUTO] Hedge Selling Order32 for price 147200 vol 16 diff is 100 event 2 position 48
2023-03-15 22:03:44.194012 [INFO   ] [AUTO] Hedge Buying Order33 for price 146700 vol 32 diff is 200 event 4 position 48
2023-03-15 22:03:44.366601 [INFO   ] [AUTO] Hedge Buying Order34 for price 146800 vol 16 diff is 100 event 4 position 48
2023-03-15 22:03:45.119229 [INFO   ] [AUTO] Hedge Buying Order35 for price 146900 vol 4 diff is 100 event 5 position 48
2023-03-15 22:03:45.242891 [INFO   ] [AUTO] order 35 filled for 4 lots at $146900 cents 5 events
2023-03-15 22:03:45.242916 [INFO   ] [AUTO] Hedging 4 SELLLL
2023-03-15 22:03:45.242942 [INFO   ] [AUTO] Current Position is 52 to buy 48 to sell 48
2023-03-15 22:03:46.185996 [INFO   ] [AUTO] Hedge Buying Order37 for price 146700 vol 32 diff is 200 event 4 position 52
2023-03-15 22:03:47.926136 [INFO   ] [AUTO] Hedge Buying Order38 for price 146700 vol 16 diff is 100 event 2 position 52
2023-03-15 22:03:48.402276 [INFO   ] [AUTO] Hedge Buying Order39 for price 146800 vol 32 diff is 200 event 3 position 52
2023-03-15 22:03:48.853306 [INFO   ] [AUTO] order 39 filled for 32 lots at $146800 cents 3 events
2023-03-15 22:03:48.853334 [INFO   ] [AUTO] Hedging 32 SELLLL
2023-03-15 22:03:48.853360 [INFO   ] [AUTO] Current Position is 84 to buy 16 to sell 48
2023-03-15 22:03:48.853445 [INFO   ] [AUTO] order 38 filled for 16 lots at $146700 cents 3 events
2023-03-15 22:03:48.853451 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:03:48.853463 [INFO   ] [AUTO] Current Position is 100 to buy 0 to sell 48
2023-03-15 22:04:06.458863 [INFO   ] [AUTO] Hedge Selling Order42 for price 147400 vol 16 diff is 100 event 1 position 100
2023-03-15 22:04:08.120799 [INFO   ] [AUTO] Hedge Selling Order43 for price 147400 vol 16 diff is 100 event 2 position 100
2023-03-15 22:04:11.443064 [INFO   ] [AUTO] Hedge Selling Order44 for price 147600 vol 32 diff is 200 event 1 position 100
2023-03-15 22:04:11.671115 [INFO   ] [AUTO] Hedge Selling Order45 for price 147500 vol 16 diff is 100 event 2 position 100
2023-03-15 22:04:13.001667 [INFO   ] [AUTO] order 45 filled for 8 lots at $147500 cents 1 events
2023-03-15 22:04:13.001730 [INFO   ] [AUTO] Hedging -8 BUYYYY
2023-03-15 22:04:13.001762 [INFO   ] [AUTO] Current Position is 92 to buy 0 to sell 40
2023-03-15 22:04:13.420982 [INFO   ] [AUTO] Hedge Selling Order47 for price 147600 vol 32 diff is 200 event 4 position 92
2023-03-15 22:04:13.649467 [INFO   ] [AUTO] Hedge Buying Order48 for price 147200 vol 8 diff is 100 event 5 position 92
2023-03-15 22:04:14.115196 [INFO   ] [AUTO] Hedge Selling Order49 for price 147500 vol 16 diff is 100 event 4 position 92
2023-03-15 22:04:15.633250 [INFO   ] [AUTO] Hedge Buying Order50 for price 147200 vol 8 diff is 200 event 3 position 92
2023-03-15 22:04:15.931211 [INFO   ] [AUTO] Hedge Selling Order51 for price 147600 vol 16 diff is 100 event 5 position 92
2023-03-15 22:04:16.428939 [INFO   ] [AUTO] Hedge Selling Order52 for price 147500 vol 32 diff is 200 event 4 position 92
2023-03-15 22:04:17.638957 [INFO   ] [AUTO] Hedge Selling Order53 for price 147400 vol 16 diff is 100 event 3 position 92
2023-03-15 22:04:17.639020 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:17.642079 [INFO   ] [AUTO] order 53 filled for 16 lots at $147400 cents 3 events
2023-03-15 22:04:17.642099 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:17.642127 [INFO   ] [AUTO] Current Position is 76 to buy 8 to sell 32
2023-03-15 22:04:18.114236 [INFO   ] [AUTO] Hedge Selling Order55 for price 147600 vol 48 diff is 300 event 6 position 76
2023-03-15 22:04:18.357815 [INFO   ] [AUTO] Hedge Selling Order56 for price 147500 vol 16 diff is 100 event 6 position 76
2023-03-15 22:04:18.454708 [INFO   ] [AUTO] order 56 filled for 16 lots at $147500 cents 6 events
2023-03-15 22:04:18.454771 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:18.454813 [INFO   ] [AUTO] Current Position is 60 to buy 8 to sell 48
2023-03-15 22:04:18.454839 [INFO   ] [AUTO] order 55 filled for 35 lots at $147600 cents 6 events
2023-03-15 22:04:18.454856 [INFO   ] [AUTO] Hedging -35 BUYYYY
2023-03-15 22:04:18.454880 [INFO   ] [AUTO] Current Position is 25 to buy 8 to sell 13
2023-03-15 22:04:18.661169 [INFO   ] [AUTO] Hedge Selling Order59 for price 147500 vol 16 diff is 100 event 8 position 25
2023-03-15 22:04:19.430588 [INFO   ] [AUTO] Hedge Selling Order60 for price 147400 vol 16 diff is 100 event 4 position 25
2023-03-15 22:04:20.193341 [INFO   ] [AUTO] Hedge Buying Order61 for price 147200 vol 32 diff is 200 event 3 position 25
2023-03-15 22:04:21.147841 [INFO   ] [AUTO] Hedge Selling Order62 for price 147600 vol 16 diff is 100 event 4 position 25
2023-03-15 22:04:21.253061 [INFO   ] [AUTO] order 62 filled for 16 lots at $147600 cents 4 events
2023-03-15 22:04:21.253211 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:21.253322 [INFO   ] [AUTO] Current Position is 9 to buy 32 to sell 0
2023-03-15 22:04:21.439513 [INFO   ] [AUTO] Hedge Selling Order64 for price 147600 vol 32 diff is 200 event 4 position 9
2023-03-15 22:04:21.650236 [INFO   ] [AUTO] Hedge Selling Order65 for price 147500 vol 16 diff is 100 event 5 position 9
2023-03-15 22:04:22.107027 [INFO   ] [AUTO] Hedge Selling Order66 for price 147400 vol 16 diff is 100 event 6 position 9
2023-03-15 22:04:23.875262 [INFO   ] [AUTO] Hedge Selling Order67 for price 147600 vol 32 diff is 200 event 4 position 9
2023-03-15 22:04:24.114172 [INFO   ] [AUTO] Hedge Selling Order68 for price 147500 vol 16 diff is 100 event 4 position 9
2023-03-15 22:04:24.901396 [INFO   ] [AUTO] order 68 filled for 16 lots at $147500 cents 3 events
2023-03-15 22:04:24.901430 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:24.901471 [INFO   ] [AUTO] Current Position is -7 to buy 32 to sell 32
2023-03-15 22:04:24.901492 [INFO   ] [AUTO] order 67 filled for 9 lots at $147600 cents 3 events
2023-03-15 22:04:24.901494 [INFO   ] [AUTO] Hedging -9 BUYYYY
2023-03-15 22:04:24.901509 [INFO   ] [AUTO] Current Position is -16 to buy 32 to sell 23
2023-03-15 22:04:25.172645 [INFO   ] [AUTO] Hedge Selling Order71 for price 147500 vol 48 diff is 300 event 3 position -16
2023-03-15 22:04:25.877615 [INFO   ] [AUTO] Hedge Selling Order72 for price 147400 vol 13 diff is 100 event 5 position -16
2023-03-15 22:04:26.431150 [INFO   ] [AUTO] Hedge Selling Order73 for price 147300 vol 16 diff is 100 event 3 position -16
2023-03-15 22:04:26.431211 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:26.431879 [INFO   ] [AUTO] order 73 filled for 16 lots at $147300 cents 3 events
2023-03-15 22:04:26.431903 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:26.431934 [INFO   ] [AUTO] Current Position is -32 to buy 32 to sell 61
2023-03-15 22:04:26.670085 [INFO   ] [AUTO] Hedge Selling Order75 for price 147300 vol 7 diff is 200 event 4 position -32
2023-03-15 22:04:27.405817 [INFO   ] [AUTO] Hedge Selling Order76 for price 147200 vol 16 diff is 100 event 5 position -32
2023-03-15 22:04:27.615068 [INFO   ] [AUTO] Hedge Selling Order77 for price 147100 vol 32 diff is 200 event 5 position -32
2023-03-15 22:04:27.928387 [INFO   ] [AUTO] Hedge Selling Order78 for price 147000 vol 13 diff is 100 event 4 position -32
2023-03-15 22:04:27.928451 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:27.929502 [INFO   ] [AUTO] order 78 filled for 9 lots at $147000 cents 4 events
2023-03-15 22:04:27.929527 [INFO   ] [AUTO] Hedging -9 BUYYYY
2023-03-15 22:04:27.929583 [INFO   ] [AUTO] Current Position is -41 to buy 32 to sell 59
2023-03-15 22:04:28.423362 [INFO   ] [AUTO] Hedge Selling Order80 for price 147000 vol 4 diff is 300 event 7 position -41
2023-03-15 22:04:28.629508 [INFO   ] [AUTO] Hedge Selling Order81 for price 146900 vol 7 diff is 100 event 6 position -41
2023-03-15 22:04:28.629570 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:28.629896 [INFO   ] [AUTO] order 81 filled for 7 lots at $146900 cents 6 events
2023-03-15 22:04:28.629918 [INFO   ] [AUTO] Hedging -7 BUYYYY
2023-03-15 22:04:28.629949 [INFO   ] [AUTO] Current Position is -48 to buy 32 to sell 52
2023-03-15 22:04:29.639178 [INFO   ] [AUTO] Hedge Selling Order83 for price 146900 vol 16 diff is 100 event 5 position -48
2023-03-15 22:04:29.639280 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:29.641830 [INFO   ] [AUTO] order 83 filled for 16 lots at $146900 cents 5 events
2023-03-15 22:04:29.641844 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:29.641943 [INFO   ] [AUTO] Current Position is -64 to buy 32 to sell 4
2023-03-15 22:04:29.859829 [INFO   ] [AUTO] Hedge Selling Order85 for price 146900 vol 32 diff is 200 event 5 position -64
2023-03-15 22:04:29.859858 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:29.860293 [INFO   ] [AUTO] order 85 filled for 30 lots at $146900 cents 6 events
2023-03-15 22:04:29.860310 [INFO   ] [AUTO] Hedging -30 BUYYYY
2023-03-15 22:04:29.860429 [INFO   ] [AUTO] Current Position is -94 to buy 32 to sell 6
2023-03-15 22:04:30.436448 [INFO   ] [AUTO] Hedge Selling Order87 for price 147100 vol 6 diff is 500 event 6 position -94
2023-03-15 22:04:32.443724 [INFO   ] [AUTO] Hedge Selling Order88 for price 147100 vol 6 diff is 500 event 2 position -94
2023-03-15 22:04:34.366108 [INFO   ] [AUTO] Hedge Selling Order89 for price 146800 vol 6 diff is 300 event 2 position -94
2023-03-15 22:04:36.389042 [INFO   ] [AUTO] Hedge Selling Order90 for price 147100 vol 6 diff is 300 event 2 position -94
2023-03-15 22:04:37.355831 [INFO   ] [AUTO] order 90 filled for 6 lots at $147100 cents 1 events
2023-03-15 22:04:37.355892 [INFO   ] [AUTO] Hedging -6 BUYYYY
2023-03-15 22:04:37.355934 [INFO   ] [AUTO] Current Position is -100 to buy 32 to sell 0
2023-03-15 22:04:38.454837 [INFO   ] [AUTO] Hedge Buying Order92 for price 146600 vol 16 diff is 100 event 1 position -100
2023-03-15 22:04:39.245403 [INFO   ] [AUTO] order 92 filled for 16 lots at $146600 cents 1 events
2023-03-15 22:04:39.245443 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:04:39.245470 [INFO   ] [AUTO] Current Position is -84 to buy 0 to sell 0
2023-03-15 22:04:39.370234 [INFO   ] [AUTO] Hedge Selling Order94 for price 147100 vol 16 diff is 200 event 3 position -84
2023-03-15 22:04:39.645435 [INFO   ] [AUTO] Hedge Buying Order95 for price 146700 vol 16 diff is 100 event 3 position -84
2023-03-15 22:04:40.004429 [INFO   ] [AUTO] order 94 filled for 16 lots at $147100 cents 3 events
2023-03-15 22:04:40.004521 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:40.004600 [INFO   ] [AUTO] Current Position is -100 to buy 16 to sell 0
2023-03-15 22:04:40.396911 [INFO   ] [AUTO] Hedge Buying Order97 for price 146900 vol 16 diff is 100 event 4 position -100
2023-03-15 22:04:41.547243 [INFO   ] [AUTO] order 97 filled for 16 lots at $146900 cents 2 events
2023-03-15 22:04:41.547274 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:04:41.547310 [INFO   ] [AUTO] Current Position is -84 to buy 16 to sell 0
2023-03-15 22:04:41.652261 [INFO   ] [AUTO] Hedge Buying Order99 for price 146900 vol 16 diff is 100 event 3 position -84
2023-03-15 22:04:41.941236 [INFO   ] [AUTO] Hedge Buying Order100 for price 147000 vol 16 diff is 100 event 4 position -84
2023-03-15 22:04:41.941271 [INFO   ] [AUTO] Hedge Selling Order101 for price 147400 vol 16 diff is 100 event 5 position -84
2023-03-15 22:04:42.201925 [INFO   ] [AUTO] Hedge Buying Order102 for price 147100 vol 16 diff is 100 event 5 position -84
2023-03-15 22:04:43.201720 [INFO   ] [AUTO] order 101 filled for 16 lots at $147400 cents 2 events
2023-03-15 22:04:43.201749 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:04:43.201769 [INFO   ] [AUTO] Current Position is -100 to buy 48 to sell 0
2023-03-15 22:04:48.701235 [INFO   ] [AUTO] Hedge Buying Order104 for price 146800 vol 64 diff is 400 event 1 position -100
2023-03-15 22:04:48.906238 [INFO   ] [AUTO] Hedge Buying Order105 for price 146900 vol 48 diff is 300 event 2 position -100
2023-03-15 22:04:49.168897 [INFO   ] [AUTO] Hedge Buying Order106 for price 147000 vol 48 diff is 300 event 3 position -100
2023-03-15 22:04:49.427777 [INFO   ] [AUTO] Hedge Buying Order107 for price 147100 vol 16 diff is 100 event 4 position -100
2023-03-15 22:04:49.638846 [INFO   ] [AUTO] Hedge Buying Order108 for price 147200 vol 16 diff is 100 event 5 position -100
2023-03-15 22:04:49.875239 [INFO   ] [AUTO] Hedge Buying Order109 for price 147300 vol 8 diff is 300 event 5 position -100
2023-03-15 22:04:51.385985 [INFO   ] [AUTO] Hedge Buying Order110 for price 147900 vol 48 diff is 300 event 5 position -100
2023-03-15 22:04:51.386017 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:51.386384 [INFO   ] [AUTO] order 110 filled for 48 lots at $147900 cents 6 events
2023-03-15 22:04:51.386393 [INFO   ] [AUTO] Hedging 48 SELLLL
2023-03-15 22:04:51.386403 [INFO   ] [AUTO] Current Position is -52 to buy 8 to sell 0
2023-03-15 22:04:51.609846 [INFO   ] [AUTO] Hedge Buying Order112 for price 147800 vol 80 diff is 500 event 7 position -52
2023-03-15 22:04:51.907514 [INFO   ] [AUTO] Hedge Buying Order113 for price 147900 vol 64 diff is 400 event 7 position -52
2023-03-15 22:04:51.907547 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:51.907994 [INFO   ] [AUTO] order 113 filled for 64 lots at $147900 cents 7 events
2023-03-15 22:04:51.908000 [INFO   ] [AUTO] Hedging 64 SELLLL
2023-03-15 22:04:51.908011 [INFO   ] [AUTO] Current Position is 12 to buy 80 to sell 0
2023-03-15 22:04:52.171218 [INFO   ] [AUTO] Hedge Buying Order115 for price 147900 vol 8 diff is 200 event 8 position 12
2023-03-15 22:04:52.171248 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:52.171825 [INFO   ] [AUTO] order 115 filled for 8 lots at $147900 cents 8 events
2023-03-15 22:04:52.171831 [INFO   ] [AUTO] Hedging 8 SELLLL
2023-03-15 22:04:52.171843 [INFO   ] [AUTO] Current Position is 20 to buy 80 to sell 0
2023-03-15 22:04:53.681402 [INFO   ] [AUTO] Hedge Buying Order117 for price 148200 vol 64 diff is 400 event 2 position 20
2023-03-15 22:04:54.116871 [INFO   ] [AUTO] Hedge Buying Order118 for price 148300 vol 16 diff is 500 event 3 position 20
2023-03-15 22:04:55.616450 [INFO   ] [AUTO] Hedge Buying Order119 for price 148500 vol 64 diff is 600 event 2 position 20
2023-03-15 22:04:55.616474 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:04:55.617100 [INFO   ] [AUTO] order 119 filled for 16 lots at $148500 cents 3 events
2023-03-15 22:04:55.617107 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:04:55.617117 [INFO   ] [AUTO] Current Position is 36 to buy 64 to sell 0
2023-03-15 22:04:56.138079 [INFO   ] [AUTO] Hedge Buying Order121 for price 148700 vol 64 diff is 400 event 5 position 36
2023-03-15 22:04:58.158438 [INFO   ] [AUTO] Hedge Buying Order122 for price 149200 vol 64 diff is 400 event 2 position 36
2023-03-15 22:04:59.441316 [INFO   ] [AUTO] Hedge Selling Order123 for price 149500 vol 32 diff is 200 event 1 position 36
2023-03-15 22:04:59.703394 [INFO   ] [AUTO] Hedge Selling Order124 for price 149400 vol 16 diff is 100 event 2 position 36
2023-03-15 22:05:00.171538 [INFO   ] [AUTO] Hedge Buying Order125 for price 148800 vol 32 diff is 200 event 4 position 36
2023-03-15 22:05:00.405991 [INFO   ] [AUTO] Hedge Buying Order126 for price 148900 vol 32 diff is 200 event 5 position 36
2023-03-15 22:05:00.406018 [INFO   ] [AUTO] Hedge Selling Order127 for price 149300 vol 32 diff is 200 event 6 position 36
2023-03-15 22:05:01.431526 [INFO   ] [AUTO] Hedge Selling Order128 for price 149200 vol 16 diff is 100 event 5 position 36
2023-03-15 22:05:01.691831 [INFO   ] [AUTO] order 128 filled for 16 lots at $149200 cents 4 events
2023-03-15 22:05:01.691858 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:05:01.691886 [INFO   ] [AUTO] Current Position is 20 to buy 64 to sell 32
2023-03-15 22:05:01.691960 [INFO   ] [AUTO] order 127 filled for 9 lots at $149300 cents 5 events
2023-03-15 22:05:01.691965 [INFO   ] [AUTO] Hedging -9 BUYYYY
2023-03-15 22:05:01.691978 [INFO   ] [AUTO] Current Position is 11 to buy 64 to sell 23
2023-03-15 22:05:01.889415 [INFO   ] [AUTO] Hedge Selling Order131 for price 149200 vol 16 diff is 100 event 7 position 11
2023-03-15 22:05:02.144264 [INFO   ] [AUTO] Hedge Buying Order132 for price 148600 vol 25 diff is 300 event 9 position 11
2023-03-15 22:05:02.382951 [INFO   ] [AUTO] Hedge Buying Order133 for price 148700 vol 16 diff is 100 event 9 position 11
2023-03-15 22:05:02.382976 [INFO   ] [AUTO] Hedge Selling Order134 for price 149100 vol 16 diff is 100 event 10 position 11
2023-03-15 22:05:02.589930 [INFO   ] [AUTO] order 134 filled for 9 lots at $149100 cents 10 events
2023-03-15 22:05:02.589957 [INFO   ] [AUTO] Hedging -9 BUYYYY
2023-03-15 22:05:02.589985 [INFO   ] [AUTO] Current Position is 2 to buy 41 to sell 23
2023-03-15 22:05:02.653796 [INFO   ] [AUTO] order 134 filled for 7 lots at $149100 cents 10 events
2023-03-15 22:05:02.653817 [INFO   ] [AUTO] Hedging -7 BUYYYY
2023-03-15 22:05:02.653833 [INFO   ] [AUTO] Current Position is -5 to buy 41 to sell 16
2023-03-15 22:05:02.653920 [INFO   ] [AUTO] order 131 filled for 16 lots at $149200 cents 11 events
2023-03-15 22:05:02.653929 [INFO   ] [AUTO] Hedging -16 BUYYYY
2023-03-15 22:05:02.653940 [INFO   ] [AUTO] Current Position is -21 to buy 41 to sell 0
2023-03-15 22:05:02.671655 [INFO   ] [AUTO] Hedge Selling Order138 for price 149300 vol 32 diff is 200 event 12 position -21
2023-03-15 22:05:02.878161 [INFO   ] [AUTO] Hedge Buying Order139 for price 148800 vol 32 diff is 200 event 11 position -21
2023-03-15 22:05:02.999071 [INFO   ] [AUTO] order 139 filled for 28 lots at $148800 cents 11 events
2023-03-15 22:05:02.999099 [INFO   ] [AUTO] Hedging 28 SELLLL
2023-03-15 22:05:02.999119 [INFO   ] [AUTO] Current Position is 7 to buy 45 to sell 32
2023-03-15 22:05:03.125929 [INFO   ] [AUTO] Hedge Buying Order141 for price 148900 vol 16 diff is 100 event 10 position 7
2023-03-15 22:05:03.449456 [INFO   ] [AUTO] Hedge Buying Order142 for price 149000 vol 16 diff is 100 event 8 position 7
2023-03-15 22:05:04.367637 [INFO   ] [AUTO] Hedge Selling Order143 for price 149500 vol 32 diff is 200 event 5 position 7
2023-03-15 22:05:04.640190 [INFO   ] [AUTO] Hedge Buying Order144 for price 149100 vol 16 diff is 100 event 6 position 7
2023-03-15 22:05:04.858759 [INFO   ] [AUTO] Hedge Buying Order145 for price 149200 vol 16 diff is 100 event 7 position 7
2023-03-15 22:05:05.421098 [INFO   ] [AUTO] Hedge Buying Order146 for price 149300 vol 32 diff is 200 event 5 position 7
2023-03-15 22:05:05.894593 [INFO   ] [AUTO] Hedge Buying Order147 for price 149400 vol 16 diff is 100 event 4 position 7
2023-03-15 22:05:06.152036 [INFO   ] [AUTO] Hedge Buying Order148 for price 149500 vol 13 diff is 100 event 4 position 7
2023-03-15 22:05:07.705644 [INFO   ] [AUTO] Hedge Buying Order149 for price 149600 vol 16 diff is 100 event 3 position 7
2023-03-15 22:05:07.705744 [INFO   ] [AUTO] Paying the fee
2023-03-15 22:05:07.705938 [INFO   ] [AUTO] order 149 filled for 16 lots at $149600 cents 4 events
2023-03-15 22:05:07.705956 [INFO   ] [AUTO] Hedging 16 SELLLL
2023-03-15 22:05:07.706067 [INFO   ] [AUTO] Current Position is 23 to buy 13 to sell 32
2023-03-15 22:05:07.881592 [INFO   ] [AUTO] Hedge Buying Order151 for price 149300 vol 48 diff is 300 event 6 position 23
2023-03-15 22:05:08.128400 [INFO   ] [AUTO] Hedge Buying Order152 for price 149400 vol 29 diff is 200 event 6 position 23
